fall,geolocation_coordinates_0,geolocation_coordinates_1,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,-99.9,16.88333,Point,10,1914,Acapulco,Valid,Acapulcoite,16.883330,-99.900000,1976-01-01T00:00:00.000
