fall,geolocation_coordinates_0,geolocation_coordinates_1,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,6.08333,50.775,Point,1,21,Aachen,Valid,L5,50.775000,6.083330,1880-01-01T00:00:00.000
