fall,geolocation_coordinates_0,geolocation_coordinates_1,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,-113,54.21667,Point,6,107000,Abee,Valid,EH4,54.216670,-113.000000,1952-01-01T00:00:00.000
