fall,geolocation_coordinates_0,geolocation_coordinates_1,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,10.23333,56.18333,Point,2,720,Aarhus,Valid,H6,56.183330,10.233330,1951-01-01T00:00:00.000
